"outcome_x","instrument","transform_id","transform_label","exposure_var","instrument_var","F_partial","R2_first","N","period"
"p0__tariff__CHN__2008__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",1.77925557181155,0.828553414517943,1440,"2008_2012"
"p0__tariff__CHN__2008__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",0.984434706391112,0.990160505772832,4320,"2000_2015"
"p0__tariff__CHN__2008__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",1.04742289302875,0.868885504769048,4032,"2000_2015"
"p0__tariff__CHN__2008__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",5.37746368170916,0.869988458407917,4032,"2000_2015"
"p0__tariff__CHN__2008__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",1.51220629339101,0.990827503547181,4320,"2000_2015"
"p0__tariff__CHN__2008__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",1.47347095757043,0.866318321981242,4320,"2000_2015"
"p0__tariff__CHN__2008__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",5.24631937742702,0.866407972601998,4032,"2000_2015"
"p0__tariff__CHN__2008__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",0.460284549512572,0.988871429688601,4320,"2000_2015"
"p0__tariff__CHN__2008__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",5.37746368170916,0.869988458407917,4032,"2000_2015"
"p0__tariff__CHN__2008__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",5.18780873614436,0.878471555743668,3744,"2000_2015"
"p0__tariff__CHN__2008__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",1.09229704589842,0.990012466083988,4320,"2000_2015"
"p0__tariff__CHN__2008__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",5.24777723284595,0.87292501603628,4320,"2000_2015"
"p0__tariff__CHN__2008__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",5.32926090370672,0.880796663945173,4032,"2000_2015"
"p0__tariff__CHN__2000__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",2.81958320647976,0.967641013266229,2016,"2000_2007"
"p0__tariff__CHN__2000__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",1.47447810992232,0.760444999018305,1728,"2000_2007"
"p0__tariff__CHN__2000__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",10.2927234306293,0.756519758370996,1728,"2000_2007"
"p0__tariff__CHN__2000__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",1.1395386708712,0.968962853293848,2016,"2000_2007"
"p0__tariff__CHN__2000__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",1.73144503731939,0.762487278284598,2016,"2000_2007"
"p0__tariff__CHN__2000__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",8.3483145529479,0.754007567940562,1728,"2000_2007"
"p0__tariff__CHN__2000__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",10.057037180075,0.958910770678307,2016,"2000_2007"
"p0__tariff__CHN__2000__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",10.2927234306293,0.756519758370996,1728,"2000_2007"
"p0__tariff__CHN__2000__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",15.2341200117767,0.791380555034614,1440,"2000_2007"
"p0__tariff__CHN__2000__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",7.61237835961804,0.96051696972383,2016,"2000_2007"
"p0__tariff__CHN__2000__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",8.60113782147405,0.768812426689475,2016,"2000_2007"
"p0__tariff__CHN__2000__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",13.311112380846,0.797925792045168,1728,"2000_2007"
"p0__tariff__CHN__2000__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",17.0645292137818,0.972158341332746,1440,"2008_2012"
"p0__tariff__CHN__2000__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",10.1482142963026,0.894628260230721,1440,"2008_2012"
"p0__tariff__CHN__2000__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.26525082290438,0.753666405517473,1440,"2008_2012"
"p0__tariff__CHN__2000__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",13.6423475387935,0.972164583951345,1440,"2008_2012"
"p0__tariff__CHN__2000__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",13.7004674365836,0.892892913346712,1440,"2008_2012"
"p0__tariff__CHN__2000__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",0.833796254834971,0.748701037607203,1440,"2008_2012"
"p0__tariff__CHN__2000__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",13.9603504010726,0.947008345646711,1440,"2008_2012"
"p0__tariff__CHN__2000__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.26525082290438,0.753666405517473,1440,"2008_2012"
"p0__tariff__CHN__2000__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",0.0659134978700924,0.755038036029174,1440,"2008_2012"
"p0__tariff__CHN__2000__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",11.7960476662192,0.948086783705454,1440,"2008_2012"
"p0__tariff__CHN__2000__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",0.833796254834971,0.748701037607203,1440,"2008_2012"
"p0__tariff__CHN__2000__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",0.203373818281971,0.750790760777526,1440,"2008_2012"
"p0__tariff__CHN__2000__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",4.21894224419513,0.987269896903376,4320,"2000_2015"
"p0__tariff__CHN__2000__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",31.3988322906867,0.809095654787404,4032,"2000_2015"
"p0__tariff__CHN__2000__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",24.2226537581757,0.814037304903477,4032,"2000_2015"
"p0__tariff__CHN__2000__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",2.69805961411997,0.988076841174068,4320,"2000_2015"
"p0__tariff__CHN__2000__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",31.3078703278175,0.808198789611155,4320,"2000_2015"
"p0__tariff__CHN__2000__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",21.9959853595191,0.808799154314538,4032,"2000_2015"
"p0__tariff__CHN__2000__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",7.33074614607932,0.985764465043872,4320,"2000_2015"
"p0__tariff__CHN__2000__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",24.2226537581757,0.814037304903477,4032,"2000_2015"
"p0__tariff__CHN__2000__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",33.2711439857411,0.826507594389577,3744,"2000_2015"
"p0__tariff__CHN__2000__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",7.04652759995723,0.987159014870871,4320,"2000_2015"
"p0__tariff__CHN__2000__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",21.824817287474,0.818014562464419,4320,"2000_2015"
"p0__tariff__CHN__2000__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",28.5626892392337,0.829566503351988,4032,"2000_2015"
"p0__tariff__CHN__2008__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",3.99478177665003,0.976285779528058,2016,"2000_2007"
"p0__tariff__CHN__2008__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",0.0368899126038107,0.827741605979482,1728,"2000_2007"
"p0__tariff__CHN__2008__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",13.150369674626,0.819707514841191,1728,"2000_2007"
"p0__tariff__CHN__2008__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",2.26399413534266,0.977573107347774,2016,"2000_2007"
"p0__tariff__CHN__2008__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",0.182114070153917,0.82655760006293,2016,"2000_2007"
"p0__tariff__CHN__2008__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",10.7688944753966,0.817823151191975,1728,"2000_2007"
"p0__tariff__CHN__2008__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",26.3749287549095,0.971189210254416,2016,"2000_2007"
"p0__tariff__CHN__2008__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",13.150369674626,0.819707514841191,1728,"2000_2007"
"p0__tariff__CHN__2008__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",22.825798379315,0.849292293330053,1440,"2000_2007"
"p0__tariff__CHN__2008__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",22.9706043339999,0.972509602152925,2016,"2000_2007"
"p0__tariff__CHN__2008__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",11.3161566639034,0.830812525772771,2016,"2000_2007"
"p0__tariff__CHN__2008__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",20.3206970972079,0.856131959018994,1728,"2000_2007"
"p0__tariff__CHN__2008__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",8.89934501776489,0.976583052118958,1440,"2008_2012"
"p0__tariff__CHN__2008__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",14.1812256385006,0.933300247481074,1440,"2008_2012"
"p0__tariff__CHN__2008__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",3.81405279654426,0.839543042277238,1440,"2008_2012"
"p0__tariff__CHN__2008__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",5.32469330723316,0.976371975082295,1440,"2008_2012"
"p0__tariff__CHN__2008__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",18.9614004744328,0.93272260333059,1440,"2008_2012"
"p0__tariff__CHN__2008__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2.95232333186045,0.836038457990615,1440,"2008_2012"
"p0__tariff__CHN__2008__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",8.18043646010959,0.94760892536639,1440,"2008_2012"
"p0__tariff__CHN__2008__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",3.81405279654426,0.839543042277238,1440,"2008_2012"
"p0__tariff__CHN__2008__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",0.0323598254787034,0.832119815353051,1440,"2008_2012"
"p0__tariff__CHN__2008__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",5.76623309064721,0.948298440145818,1440,"2008_2012"
"p0__tariff__CHN__2008__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2.95232333186045,0.836038457990615,1440,"2008_2012"
"p0__tariff__CHN__2008__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",5.46208739276015e-05,0.828047131420287,1440,"2008_2012"
"p0__tariff__CHN__2008__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",0.085455182732754,0.990150876324667,4320,"2000_2015"
"p0__tariff__CHN__2008__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",24.6562885299302,0.869943617804932,4032,"2000_2015"
"p0__tariff__CHN__2008__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",26.8602723722892,0.87062773188172,4032,"2000_2015"
"p0__tariff__CHN__2008__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",0.0320330724927175,0.990815639165214,4320,"2000_2015"
"p0__tariff__CHN__2008__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",25.2054851190572,0.867322374794814,4320,"2000_2015"
"p0__tariff__CHN__2008__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",25.6413907914821,0.867032252376808,4032,"2000_2015"
"p0__tariff__CHN__2008__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",2.31086208741466,0.988897690099958,4320,"2000_2015"
"p0__tariff__CHN__2008__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",26.8602723722892,0.87062773188172,4032,"2000_2015"
"p0__tariff__CHN__2008__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",37.6265130154568,0.879484522012707,3744,"2000_2015"
"p0__tariff__CHN__2008__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",2.23069894843583,0.990027521468293,4320,"2000_2015"
"p0__tariff__CHN__2008__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",25.4102837002636,0.873504416820508,4320,"2000_2015"
"p0__tariff__CHN__2008__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",33.6169310902504,0.881637768862803,4032,"2000_2015"
"p1__import__CHN__2000__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",3.034343901922,0.988224867331207,2016,"2000_2007"
"p1__import__CHN__2000__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",446.302113176535,0.828940316391202,1728,"2000_2007"
"p1__import__CHN__2000__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1284.93830462266,0.968894717846084,1728,"2000_2007"
"p1__import__CHN__2000__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",11.1213609488638,0.987955915323108,2016,"2000_2007"
"p1__import__CHN__2000__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",332.05417757775,0.944169302230244,2016,"2000_2007"
"p1__import__CHN__2000__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1263.95489829553,0.970938030692135,1728,"2000_2007"
"p1__import__CHN__2000__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",1073.44073232353,0.99105434504332,2016,"2000_2007"
"p1__import__CHN__2000__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1284.93830462266,0.968894717846084,1728,"2000_2007"
"p1__import__CHN__2000__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",1494.89930671929,0.973644088130343,1440,"2000_2007"
"p1__import__CHN__2000__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",801.718540499651,0.990018344786658,2016,"2000_2007"
"p1__import__CHN__2000__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1300.06905313614,0.971286519445468,2016,"2000_2007"
"p1__import__CHN__2000__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",1233.81501058629,0.976123485496847,1728,"2000_2007"
"p1__import__CHN__2000__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",41.1058947162956,0.98462527469052,1440,"2008_2012"
"p1__import__CHN__2000__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",95.04577873874,0.915276364028832,1440,"2008_2012"
"p1__import__CHN__2000__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",800.006570002207,0.966837033227249,1440,"2008_2012"
"p1__import__CHN__2000__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",28.2576353150697,0.983944377611379,1440,"2008_2012"
"p1__import__CHN__2000__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",65.9583698018827,0.908355329685669,1440,"2008_2012"
"p1__import__CHN__2000__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",755.36209268671,0.963952422530517,1440,"2008_2012"
"p1__import__CHN__2000__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",1193.54579680953,0.985627893327032,1440,"2008_2012"
"p1__import__CHN__2000__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",800.006570002207,0.966837033227249,1440,"2008_2012"
"p1__import__CHN__2000__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",1428.07656408955,0.944327684690715,1440,"2008_2012"
"p1__import__CHN__2000__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",856.799736513011,0.982902603578802,1440,"2008_2012"
"p1__import__CHN__2000__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",755.36209268671,0.963952422530517,1440,"2008_2012"
"p1__import__CHN__2000__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",1587.63784677412,0.947094244335949,1440,"2008_2012"
"p1__import__CHN__2000__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",329.555659453824,0.982146787194288,4320,"2000_2015"
"p1__import__CHN__2000__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",428.524813048311,0.939734477065243,4032,"2000_2015"
"p1__import__CHN__2000__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",3109.54496060595,0.970910547804392,4032,"2000_2015"
"p1__import__CHN__2000__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",294.605478927078,0.982298513772663,4320,"2000_2015"
"p1__import__CHN__2000__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",293.709673366519,0.946863161914005,4320,"2000_2015"
"p1__import__CHN__2000__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2925.46508322435,0.970099260537755,4032,"2000_2015"
"p1__import__CHN__2000__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",1140.92206808002,0.990031340593361,4320,"2000_2015"
"p1__import__CHN__2000__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",3109.54496060595,0.970910547804392,4032,"2000_2015"
"p1__import__CHN__2000__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",2984.97151546465,0.970322830266104,3744,"2000_2015"
"p1__import__CHN__2000__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",947.524816793795,0.989020506224761,4320,"2000_2015"
"p1__import__CHN__2000__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2943.4971004196,0.970076034430279,4320,"2000_2015"
"p1__import__CHN__2000__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",2869.41728610125,0.970143512357799,4032,"2000_2015"
"p1__import__CHN__2008__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",1.34756939378985,0.991378969871866,2016,"2000_2007"
"p1__import__CHN__2008__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",543.432464289381,0.869870333000507,1728,"2000_2007"
"p1__import__CHN__2008__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1043.77022224349,0.978071951522923,1728,"2000_2007"
"p1__import__CHN__2008__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",8.90682853307897,0.991373907107052,2016,"2000_2007"
"p1__import__CHN__2008__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",409.841095878014,0.964046469096567,2016,"2000_2007"
"p1__import__CHN__2008__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",880.680767153667,0.979522240471511,1728,"2000_2007"
"p1__import__CHN__2008__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",794.483919143895,0.992873328398852,2016,"2000_2007"
"p1__import__CHN__2008__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1043.77022224349,0.978071951522923,1728,"2000_2007"
"p1__import__CHN__2008__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",1244.44346715505,0.981181175322055,1440,"2000_2007"
