"table_id","outcome","outcome_var","flow","partner","base_year","period","iv_label","transform_id","transform_label","exposure_var","instrument_var","x_timing","coef","se","N","clusters","fe_flags"
"p2__import__CHN__2000__jpn_lag1__2008_2012__difflag_t","p2","p2_diff_lag1","import","CHN",2000,"2008_2012","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-1.23346212030225e-06,1.02386232476574e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__log_t","p2","p2_log","import","CHN",2000,"2008_2012","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-21.0291387841325,9.32594777549097,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__logdiff_t","p2","p2_log_diff","import","CHN",2000,"2008_2012","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-94.9140380428616,49.6680462218383,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__logdifflag_t","p2","p2_log_diff_lag1","import","CHN",2000,"2008_2012","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-29.373976510144,20.8794351766089,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__level_xtlag","p2","p2_level","import","CHN",2000,"2008_2012","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",5.89710094692613e-06,8.90540610118181e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__diff_xtlag","p2","p2_diff","import","CHN",2000,"2008_2012","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",-1.98528018939696e-07,9.09471171169694e-07,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__difflag_xtlag","p2","p2_diff_lag1","import","CHN",2000,"2008_2012","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",3.93238230858211e-07,1.99969258268452e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__log_xtlag","p2","p2_log","import","CHN",2000,"2008_2012","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-200.434047338297,282.531887176775,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__logdiff_xtlag","p2","p2_log_diff","import","CHN",2000,"2008_2012","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",40.8578875805828,17.7166771361971,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2008_2012__logdifflag_xtlag","p2","p2_log_diff_lag1","import","CHN",2000,"2008_2012","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",52.3275907232113,36.5399273615403,1440,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__level_t","p2","p2_level","import","CHN",2000,"2000_2015","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",7.50551990954751e-07,1.39851718958163e-06,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__diff_t","p2","p2_diff","import","CHN",2000,"2000_2015","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.8163830533058e-06,2.9410609323831e-06,4032,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__difflag_t","p2","p2_diff_lag1","import","CHN",2000,"2000_2015","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-5.15294736758163e-06,4.82825394440957e-06,4032,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__log_t","p2","p2_log","import","CHN",2000,"2000_2015","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-78.8006049741951,97.4561769320901,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__logdiff_t","p2","p2_log_diff","import","CHN",2000,"2000_2015","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-50.7275871854221,80.2731749898337,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__logdifflag_t","p2","p2_log_diff_lag1","import","CHN",2000,"2000_2015","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-36.4059240262942,50.0199082853451,4032,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__level_xtlag","p2","p2_level","import","CHN",2000,"2000_2015","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",4.1713267702428e-07,7.2902856508663e-07,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__diff_xtlag","p2","p2_diff","import","CHN",2000,"2000_2015","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",2.45490552618641e-06,3.99377508530045e-06,4032,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__difflag_xtlag","p2","p2_diff_lag1","import","CHN",2000,"2000_2015","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",4.69600444868866e-06,8.68761069902819e-06,3744,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__log_xtlag","p2","p2_log","import","CHN",2000,"2000_2015","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-38.7078097676972,27.7741253462189,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__logdiff_xtlag","p2","p2_log_diff","import","CHN",2000,"2000_2015","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",30.0377355743938,45.1104040759159,4320,288,"district_bps_2000+year"
"p2__import__CHN__2000__jpn_lag1__2000_2015__logdifflag_xtlag","p2","p2_log_diff_lag1","import","CHN",2000,"2000_2015","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",66.4851588726847,86.3247563896471,4032,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__level_t","p2","p2_level","import","CHN",2008,"2000_2007","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-1.50173631480175e-06,2.70078547958544e-06,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__diff_t","p2","p2_diff","import","CHN",2008,"2000_2007","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",3.75820372164119e-06,3.77602621837879e-06,1728,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__difflag_t","p2","p2_diff_lag1","import","CHN",2008,"2000_2007","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-4.52509166087226e-07,2.35687381233697e-06,1728,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__log_t","p2","p2_log","import","CHN",2008,"2000_2007","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-25.0556575761034,217.771805294857,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__logdiff_t","p2","p2_log_diff","import","CHN",2008,"2000_2007","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-36.7315961101153,51.6816728448046,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__logdifflag_t","p2","p2_log_diff_lag1","import","CHN",2008,"2000_2007","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-13.9280165813601,59.2569851388099,1728,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__level_xtlag","p2","p2_level","import","CHN",2008,"2000_2007","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-4.0378002010684e-07,7.06586666415072e-07,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__diff_xtlag","p2","p2_diff","import","CHN",2008,"2000_2007","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",-2.64009025327215e-06,2.58006566419757e-06,1728,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__difflag_xtlag","p2","p2_diff_lag1","import","CHN",2008,"2000_2007","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",-1.91320719214676e-06,2.50408196996358e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__log_xtlag","p2","p2_log","import","CHN",2008,"2000_2007","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-1.94089851361899,16.4013094334883,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__logdiff_xtlag","p2","p2_log_diff","import","CHN",2008,"2000_2007","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",38.992104760261,55.3679950818409,2016,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2007__logdifflag_xtlag","p2","p2_log_diff_lag1","import","CHN",2008,"2000_2007","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-9.8713769922464,58.7762521180559,1728,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__level_t","p2","p2_level","import","CHN",2008,"2008_2012","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",1.14119574476805e-06,1.63382509061842e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__diff_t","p2","p2_diff","import","CHN",2008,"2008_2012","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-1.07819032319742e-06,5.642261604638e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__difflag_t","p2","p2_diff_lag1","import","CHN",2008,"2008_2012","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-9.98128372791632e-07,1.13198635503925e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__log_t","p2","p2_log","import","CHN",2008,"2008_2012","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-46.8033177120715,26.0207014181058,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__logdiff_t","p2","p2_log_diff","import","CHN",2008,"2008_2012","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-236.956058776323,158.742939073993,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__logdifflag_t","p2","p2_log_diff_lag1","import","CHN",2008,"2008_2012","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-34.2205388093,20.9014715746626,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__level_xtlag","p2","p2_level","import","CHN",2008,"2008_2012","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-2.3043695414873e-06,3.31016634473452e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__diff_xtlag","p2","p2_diff","import","CHN",2008,"2008_2012","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",2.21633055349613e-07,1.13401078764263e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__difflag_xtlag","p2","p2_diff_lag1","import","CHN",2008,"2008_2012","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",1.61421545938687e-06,2.29508717958026e-06,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__log_xtlag","p2","p2_log","import","CHN",2008,"2008_2012","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",84.598535361592,61.9656794266878,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__logdiff_xtlag","p2","p2_log_diff","import","CHN",2008,"2008_2012","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",49.5821145899581,20.7759426438494,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2008_2012__logdifflag_xtlag","p2","p2_log_diff_lag1","import","CHN",2008,"2008_2012","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",34.9532350751881,37.8974607551526,1440,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__level_t","p2","p2_level","import","CHN",2008,"2000_2015","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",0.000471237052407735,0.0575699228133301,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__diff_t","p2","p2_diff","import","CHN",2008,"2000_2015","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-7.77157229465225e-06,1.69091628751779e-05,4032,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__difflag_t","p2","p2_diff_lag1","import","CHN",2008,"2000_2015","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-1.31059721416588e-06,3.46549198244238e-06,4032,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__log_t","p2","p2_log","import","CHN",2008,"2000_2015","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",75.6778552131108,88.2054418113616,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__logdiff_t","p2","p2_log_diff","import","CHN",2008,"2000_2015","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-10.5405180439622,307.626454089092,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__logdifflag_t","p2","p2_log_diff_lag1","import","CHN",2008,"2000_2015","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",5.72823182791475,48.4883743038908,4032,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__level_xtlag","p2","p2_level","import","CHN",2008,"2000_2015","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",1.92771914632495e-06,1.71679217193023e-06,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__diff_xtlag","p2","p2_diff","import","CHN",2008,"2000_2015","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",2.73406150152514e-06,4.14696020539126e-06,4032,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__difflag_xtlag","p2","p2_diff_lag1","import","CHN",2008,"2000_2015","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",4.71033334001383e-06,7.29491556439838e-06,3744,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__log_xtlag","p2","p2_log","import","CHN",2008,"2000_2015","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",-149.173214986805,274.13364355168,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__logdiff_xtlag","p2","p2_log_diff","import","CHN",2008,"2000_2015","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",1.58494200526599,45.983809424873,4320,288,"district_bps_2000+year"
"p2__import__CHN__2008__jpn_lag1__2000_2015__logdifflag_xtlag","p2","p2_log_diff_lag1","import","CHN",2008,"2000_2015","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",27.8786078018319,64.4300989789856,4032,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__level_t","p2","p2_level","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-4.17479864963893e-07,9.2360540919735e-07,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__diff_t","p2","p2_diff","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-3.71242908094676e-07,6.22007376919337e-07,1728,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__difflag_t","p2","p2_diff_lag1","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-1.48701790071731e-07,3.02256025432506e-07,1728,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__log_t","p2","p2_log","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",1.46059767711159,10.7817984349047,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__logdiff_t","p2","p2_log_diff","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",16.3214807873106,13.3542877193704,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__logdifflag_t","p2","p2_log_diff_lag1","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",1.62581330497594,6.32917811563605,1728,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__level_xtlag","p2","p2_level","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-1.20365169159084e-07,2.65854897841726e-07,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__diff_xtlag","p2","p2_diff","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",1.7182976012387e-07,2.87672124768718e-07,1728,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__difflag_xtlag","p2","p2_diff_lag1","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",3.51676048351453e-07,3.05229206454268e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__log_xtlag","p2","p2_log","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",0.498001118119341,3.67574653137671,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__logdiff_xtlag","p2","p2_log_diff","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",-6.87080826118012,5.63562980994744,2016,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2007__logdifflag_xtlag","p2","p2_log_diff_lag1","export","CHN",2000,"2000_2007","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",-9.91622506343017,6.29773484950453,1728,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__level_t","p2","p2_level","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-1.50537760010725e-07,5.90578983484432e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__diff_t","p2","p2_diff","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-5.08017582734537e-07,8.326402097623e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__difflag_t","p2","p2_diff_lag1","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-3.12612958222155e-08,2.89826545246176e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__log_t","p2","p2_log","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",6.79309718046476,14.2949721766403,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__logdiff_t","p2","p2_log_diff","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1","t",-16.8368729338553,17.2790156554725,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__logdifflag_t","p2","p2_log_diff_lag1","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t",-2.83478028629683,5.91191230398376,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__level_xtlag","p2","p2_level","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1","t-1",-5.8371021635207e-08,2.30290455780728e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__diff_xtlag","p2","p2_diff","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t-1",1.93926498100975e-07,3.19047126204252e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__difflag_xtlag","p2","p2_diff_lag1","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2","t-2",-9.7221612692229e-09,3.33245629204805e-07,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__log_xtlag","p2","p2_log","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1","t-1",2.28482889707816,4.74364113600043,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__logdiff_xtlag","p2","p2_log_diff","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1","t-1",5.67678413502985,5.79199874912863,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2008_2012__logdifflag_xtlag","p2","p2_log_diff_lag1","export","CHN",2000,"2008_2012","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2","t-2",5.52011274292617,5.55484759058069,1440,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2015__level_t","p2","p2_level","export","CHN",2000,"2000_2015","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1","t",-3.16235487558253e-08,1.44487544118497e-07,4320,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2015__diff_t","p2","p2_diff","export","CHN",2000,"2000_2015","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1","t",-3.26481121086393e-07,5.89130245088481e-07,4032,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2015__difflag_t","p2","p2_diff_lag1","export","CHN",2000,"2000_2015","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1","t",-5.70910874939949e-08,1.89483487269299e-07,4032,288,"district_bps_2000+year"
"p2__export__CHN__2000__chn_wld_minus_idn_lag1__2000_2015__log_t","p2","p2_log","export","CHN",2000,"2000_2015","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1","t",-0.911171275156748,2.20213994865754,4320,288,"district_bps_2000+year"
